PassMark Volatility Workbench Log file  -  http://www.passmark.com
==================================================================
Volatility Workbench Version: V3.0 Build 1006
Volatility 3 Framework Version: 2.5.0
Log Date: Thu May 16 15:38:45 2024


Time Stamp: Thu May 16 14:52:25 2024

"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.pslist.PsList 
Volatility 3 Framework 2.5.0
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output
0x8e:	add	byte ptr [rax], al
0x90:	add	byte ptr [rax], al
0x92:	add	byte ptr [rax], al
0x94:	add	byte ptr [rax], al
0x96:	add	byte ptr [rax], al
0x98:	add	byte ptr [rax], al
0x9a:	add	byte ptr [rax], al
0x9c:	add	byte ptr [rax], al
0x9e:	add	byte ptr [rax], al
0xa0:	add	byte ptr [rax], al
0xa2:	add	byte ptr [rax], al

0xa4:	add	byte ptr [rax], al
0xa6:	add	byte ptr [rax], al
0xa8:	add	byte ptr [rax], al
0xaa:	add	byte ptr [rax], al
0xac:	add	byte ptr [rax], al
0xae:	add	byte ptr [rax], al
0xb0:	add	byte ptr [rax], al
0xb2:	add	byte ptr [rax], al
0xb4:	add	byte ptr [rax], al
0xb6:	add	byte ptr [rax], al
0xb8:	add	byte ptr [rax], al
0xba:	add	byte ptr [rax], al
0xbc:	add	byte ptr [rax], al
0xbe:	add	byte ptr [rax], al
0xc0:	add	byte ptr [rax], al
0xc2:	add	byte ptr [rax], al
0xc4:	add	byte ptr [rax], al
0xc6:	add	byte ptr [rax], al
0xc8:	add	byte ptr [rax], al
0xca:	add	byte ptr [rax], al
0xcc:	add	byte ptr [rax], al
0xce:	add	byte ptr [rax], al
0xd0:	add	byte ptr [rdi + 0x45], al
0xd3:	push	rsp
0xd4:	and	byte ptr [rdi], ch
* 0x14336d	00-00-00-00	2650fc04cbb77d6c263310e67bededa5	4d177b2965ebaaf99aadfb7113731a32	1	False	Empty	0x0	N/A
* 0x14336d	00-00-00-00	2650fc04cbb77d6c263310e67bededa5	4d177b2965ebaaf99aadfb7113731a32	2	False	Empty	0x0	N/A
* 0x14336d	00-00-00-00	2650fc04cbb77d6c263310e67bededa5	4d177b2965ebaaf99aadfb7113731a32	3	False	Empty	0x55a802a2	N/A
* 0x14336d	00-00-00-00	2650fc04cbb77d6c263310e67bededa5	4d177b2965ebaaf99aadfb7113731a32	4	False	Not Defined PartitionType	0x1cb5dcc1	N/A
0x248413	50-b8-5b-e5	ae10d4237481cd2c2c55e3786d8f904b	57768b4008286b41b5457d9580aff1b3	N/A	N/A	N/A	N/A	
0x0:	sbb	eax, 0x3db20002
0x5:	add	al, 0
* 0x248413	50-b8-5b-e5	ae10d4237481cd2c2c55e3786d8f904b	57768b4008286b41b5457d9580aff1b3	1	False	Empty	0x56000000	N/A
* 0x248413	50-b8-5b-e5	ae10d4237481cd2c2c55e3786d8f904b	57768b4008286b41b5457d9580aff1b3	2	False	Not Defined PartitionType	0x1c0007d4	N/A
* 0x248413	50-b8-5b-e5	ae10d4237481cd2c2c55e3786d8f904b	57768b4008286b41b5457d9580aff1b3	3	False	CP/M-86	0xda0007da	N/A
* 0x248413	50-b8-5b-e5	ae10d4237481cd2c2c55e3786d8f904b	57768b4008286b41b5457d9580aff1b3	4	False	Not Defined PartitionType	0x2351a451	N/A
0x31a0b5	01-82-37-0c	2c06f51164ed7fbec984199671b0f26b	daedb33d6b3f516b954d98033af5265c	N/A	N/A	N/A	N/A	
0x0:	and	al, bl
0x2:	mov	byte ptr [r9 + 0xc4], al
0x9:	sub	r9, rcx
0xc:	sub	r8, rcx
0xf:	movups	xmm0, xmmword ptr [rdx]
0x12:	mov	ecx, r10d
0x15:	add	r10d, r11d
0x18:	shl	ecx, 0x10
0x1b:	movups	xmmword ptr [r9 + rdx + 0x14], xmm0
0x21:	movsd	xmm1, qword ptr [rdx + 0x10]
0x26:	movsd	qword ptr [r9 + rdx + 0x24], xmm1
0x2d:	movups	xmm0, xmmword ptr [rdx]
0x30:	lea	rdx, [rdx + 0x18]
0x34:	movups	xmmword ptr [r8 + rdx - 4], xmm0
0x3a:	movsd	xmm1, qword ptr [rdx - 8]
0x3f:	movsd	qword ptr [r8 + rdx + 0xc], xmm1
0x46:	or	dword ptr [r9 + rdx + 0xc], ecx
0x4b:	or	dword ptr [r8 + rdx + 0xc], ecx
0x50:	cmp	r10d, 4
0x54:	jb	0xf
0x56:	mov	al, r11b
0x59:	jmp	0x6e
0x5b:	mov	ecx, 0x51a
0x60:	call	qword ptr [rip + 0xe50a]
0x67:	nop	dword ptr [rax + rax]
0x6c:	xor	al, al
0x6e:	add	rsp, 0x28
0x72:	ret	
0x73:	int3	
0x74:	int3	
0x75:	int3	
0x76:	int3	
0x77:	int3	
0x78:	int3	
0x79:	int3	
0x7a:	int3	
0x7b:	int3	
0x7c:	int3	
0x7d:	movzx	r8d, word ptr [rcx]
0x81:	xor	r9d, r9d
0x84:	xor	r10d, r10d
0x87:	mov	r11, rdx
0x8a:	cmp	r8w, 0x2d
0x8f:	jne	0x9a
0x91:	movzx	r8d, word ptr [rcx + 2]
0x96:	lea	r10d, [r9 + 1]
0x9a:	lea	rdx, [rcx + 2]
0x9e:	lea	eax, [r8 - 0x30]
0xa2:	cmovne	rdx, rcx
0xa6:	cmp	ax, 9
0xaa:	ja	0xe5
0xac:	cmp	r8w, 0x39
0xb1:	ja	0xd2
0xb3:	add	rdx, 2
0xb7:	movzx	eax, r8w

0xbb:	lea	r9d, [r9 + r9*4]
0xbf:	lea	r9d, [r9 - 0x18]
0xc3:	movzx	r8d, word ptr [rdx]
0xc7:	lea	r9d, [rax + r9*2]
0xcb:	cmp	r8w, 0x30
0xd0:	jae	0xac
0xd2:	mov	ecx, r9d
0xd5:	mov	al, 1

0xd7:	neg	ecx
0xd9:	test	r10d, r10d
0xdc:	cmove	ecx, r9d
0xe0:	mov	dword ptr [r11], ecx
0xe3:	ret	
0xe4:	int3	
0xe5:	xor	al, al
0xe7:	ret	
0xe8:	int3	
0xe9:	int3	
0xea:	int3	
0xeb:	int3	
0xec:	int3	
0xed:	int3	
0xee:	int3	
0xef:	int3	
0xf0:	int3	
0xf1:	mov	rax, rsp
0xf4:	mov	qword ptr [rax + 8], rbx

0xf8:	mov	qword ptr [rax + 0x10], rbp
0xfc:	mov	qword ptr [rax + 0x18], rsi
0x100:	mov	qword ptr [rax + 0x20], rdi
0x104:	push	r14
0x106:	sub	rsp, 0x40
0x10a:	mov	ebx, edx
0x10c:	mov	r14, rcx
0x10f:	mov	ecx, ebx
0x111:	lea	rdx, [rax - 0x18]
0x115:	mov	esi, r9d
0x118:	mov	rbp, r8
0x11b:	call	qword ptr [rip + 0xe58f]
0x122:	nop	dword ptr [rax + rax]
0x127:	test	eax, eax
0x129:	jne	0x1a3
0x12b:	mov	rdi, qword ptr [rsp + 0x70]
0x130:	mov	r9d, ebx
0x133:	mov	rcx, qword ptr [rsp + 0x30]
0x138:	xor	r8d, r8d
0x13b:	mov	rdx, r14
0x13e:	mov	qword ptr [rsp + 0x20], rdi
0x143:	call	qword ptr [rip + 0xe55f]
0x14a:	xor	eax, dword ptr [rax]
0x14c:	add	byte ptr [rsi], dh
0x14f:	add	byte ptr [rax + rax + 0x35], ah
0x153:	add	byte ptr [rsi], dh
0x155:	add	byte ptr [rsi], ah
0x158:	cmp	dword ptr [rax], eax
0x15a:	xor	al, 0
0x15c:	xor	al, 0
0x15e:	add	byte ptr fs:[rcx], ah
0x162:	add	byte ptr fs:[rax + rax + 0x6d], bl
0x167:	add	byte ptr [rcx], ch
* 0x31a0b5	01-82-37-0c	2c06f51164ed7fbec984199671b0f26b	daedb33d6b3f516b954d98033af5265c	1	False	Not Defined PartitionType	0x31fead1b	N/A
* 0x31a0b5	01-82-37-0c	2c06f51164ed7fbec984199671b0f26b	daedb33d6b3f516b954d98033af5265c	2	False	Not Defined PartitionType	0x10301231	N/A
* 0x31a0b5	01-82-37-0c	2c06f51164ed7fbec984199671b0f26b	daedb33d6b3f516b954d98033af5265c	3	False	FAT12,CHS	0x820231	N/A
* 0x31a0b5	01-82-37-0c	2c06f51164ed7fbec984199671b0f26b	daedb33d6b3f516b954d98033af5265c	4	False	FAT16 16-32MB,CHS	0x90f498fd	N/A
0x31a12a	0a-2b-06-01	0991eb6bf706c74d6d0f6f0d4b502bab	66d9bb4092c2f024c0c9dfee40404789	N/A	N/A	N/A	N/A	
0x0:	int3	
0x1:	int3	
0x2:	int3	
0x3:	int3	
0x4:	int3	
0x5:	int3	
0x6:	int3	
0x7:	int3	
0x8:	movzx	r8d, word ptr [rcx]
0xc:	xor	r9d, r9d
0xf:	xor	r10d, r10d
0x12:	mov	r11, rdx
0x15:	cmp	r8w, 0x2d
0x1a:	jne	0x25
0x1c:	movzx	r8d, word ptr [rcx + 2]
0x21:	lea	r10d, [r9 + 1]
0x25:	lea	rdx, [rcx + 2]
0x29:	lea	eax, [r8 - 0x30]
0x2d:	cmovne	rdx, rcx
0x31:	cmp	ax, 9
0x35:	ja	0x70
0x37:	cmp	r8w, 0x39
0x3c:	ja	0x5d
0x3e:	add	rdx, 2
0x42:	movzx	eax, r8w
0x46:	lea	r9d, [r9 + r9*4]
0x4a:	lea	r9d, [r9 - 0x18]
0x4e:	movzx	r8d, word ptr [rdx]
0x52:	lea	r9d, [rax + r9*2]
0x56:	cmp	r8w, 0x30
0x5b:	jae	0x37
0x5d:	mov	ecx, r9d
0x60:	mov	al, 1
0x62:	neg	ecx
0x64:	test	r10d, r10d
0x67:	cmove	ecx, r9d
0x6b:	mov	dword ptr [r11], ecx
0x6e:	ret	
0x6f:	int3	
0x70:	xor	al, al
0x72:	ret	
0x73:	int3	
0x74:	int3	
0x75:	int3	
0x76:	int3	
0x77:	int3	
0x78:	int3	
0x79:	int3	
0x7a:	int3	
0x7b:	int3	
0x7c:	mov	rax, rsp
0x7f:	mov	qword ptr [rax + 8], rbx
0x83:	mov	qword ptr [rax + 0x10], rbp
0x87:	mov	qword ptr [rax + 0x18], rsi
0x8b:	mov	qword ptr [rax + 0x20], rdi
0x8f:	push	r14
0x91:	sub	rsp, 0x40
0x95:	mov	ebx, edx
0x97:	mov	r14, rcx
0x9a:	mov	ecx, ebx
0x9c:	lea	rdx, [rax - 0x18]
0xa0:	mov	esi, r9d
0xa3:	mov	rbp, r8
0xa6:	call	qword ptr [rip + 0xe58f]
0xad:	nop	dword ptr [rax + rax]
0xb2:	test	eax, eax
0xb4:	jne	0x12e
0xb6:	mov	rdi, qword ptr [rsp + 0x70]
0xbb:	mov	r9d, ebx
0xbe:	mov	rcx, qword ptr [rsp + 0x30]
0xc3:	xor	r8d, r8d
0xc6:	mov	rdx, r14
0xc9:	mov	qword ptr [rsp + 0x20], rdi
0xce:	call	qword ptr [rip + 0xe55f]
0xd5:	xor	eax, dword ptr [rax]
0xd7:	add	byte ptr [rsi], dh
0xda:	add	byte ptr [rax + rax + 0x35], ah
0xde:	add	byte ptr [rsi], dh
0xe0:	add	byte ptr [rsi], ah
0xe3:	cmp	dword ptr [rax], eax
0xe5:	xor	al, 0
0xe7:	xor	al, 0
0xe9:	add	byte ptr fs:[rcx], ah
0xed:	add	byte ptr fs:[rax + rax + 0x6d], bl
0xf2:	add	byte ptr [rcx], ch
* 0x31a12a	0a-2b-06-01	0991eb6bf706c74d6d0f6f0d4b502bab	66d9bb4092c2f024c0c9dfee40404789	1	False	FAT16 16-32MB,CHS	0x1062b0a	N/A
* 0x31a12a	0a-2b-06-01	0991eb6bf706c74d6d0f6f0d4b502bab	66d9bb4092c2f024c0c9dfee40404789	2	False	Not Defined PartitionType	0xa204a0a0	N/A
* 0x31a12a	0a-2b-06-01	0991eb6bf706c74d6d0f6f0d4b502bab	66d9bb4092c2f024c0c9dfee40404789	3	False	Not Defined PartitionType	0x4036501	N/A
* 0x31a12a	0a-2b-06-01	0991eb6bf706c74d6d0f6f0d4b502bab	66d9bb4092c2f024c0c9dfee40404789	4	False	FAT16 16-32MB,CHS	0x90f498fd	N/A
0x44c929	b8-65-55-84	59f6647041139d1f85deaf7ee3947e22	1d95e742cf282a83c5a57e4935afb4bf	N/A	N/A	N/A	N/A	
0x0:	or	esp, dword ptr [rbp + 0x54]
0x3:	adc	spl, byte ptr [rbp + 0x54]
0x7:	xchg	r10d, eax
0x9:	push	rsp
0xb:	or	r12b, byte ptr [r13 + 0x54]
0xf:	pop	rbp
0x11:	push	rsp
0x13:	xchg	r14d, eax
0x15:	push	rsp
0x17:	loope	0x7f
0x1a:	push	rsp
0x1b:	sbb	byte ptr [rbp + 0x54], spl
0x1f:	nop	
0x21:	push	rsp
0x23:	movsq	qword ptr [rdi], qword ptr [rsi]
0x25:	push	rsp
0x27:	movabs	rdi, 0xd44b54659a495465
0x31:	push	rsp
0x33:	sub	byte ptr [rbp + 0x54], r12b
0x37:	and	r12b, byte ptr [r13 + 0x54]
0x3b:	push	rdx
0x3c:	fbld	tbyte ptr [rbp + 0x54]
0x3f:	pop	rdx
0x40:	out	0x65, al
0x42:	push	rsp
0x43:	int3	
0x45:	push	rsp
0x47:	push	3
0x49:	push	rsp
0x4b:	jno	0
0x4d:	push	rsp
0x4f:	jne	3
0x51:	push	rsp
0x53:	jne	0x1e
0x55:	push	rsp
0x57:	js	0
0x59:	push	rsp
0x5b:	js	0x43
0x5d:	push	rsp
0x5f:	test	dword ptr [rax + 0x6a875465], ebp
0x65:	push	rsp
0x67:	mov	ebx, dword ptr [rbx + 0x65]
0x6a:	push	rsp
* 0x44c929	b8-65-55-84	59f6647041139d1f85deaf7ee3947e22	1d95e742cf282a83c5a57e4935afb4bf	1	False	Not Defined PartitionType	0x65198a55	N/A
* 0x44c929	b8-65-55-84	59f6647041139d1f85deaf7ee3947e22	1d95e742cf282a83c5a57e4935afb4bf	2	False	Not Defined PartitionType	0x65628e55	N/A
* 0x44c929	b8-65-55-84	59f6647041139d1f85deaf7ee3947e22	1d95e742cf282a83c5a57e4935afb4bf	3	False	Not Defined PartitionType	0x65bc9555	N/A
* 0x44c929	b8-65-55-84	59f6647041139d1f85deaf7ee3947e22	1d95e742cf282a83c5a57e4935afb4bf	4	False	Not Defined PartitionType	0x6507a655	N/A
0x44c92d	9d-65-55-85	028ac70b60507ba471a264d9dafbcf73	ad2a8f4e7b0c8a3e2a08d96c9d86fb3b	N/A	N/A	N/A	N/A	
0x0:	adc	ah, byte ptr [rbp + 0x54]
0x3:	xchg	r10d, eax
0x5:	push	rsp
0x7:	or	r12b, byte ptr [r13 + 0x54]

0xb:	pop	rbp
0xd:	push	rsp
0xf:	xchg	r14d, eax
0x11:	push	rsp
0x13:	loope	0x7b
0x16:	push	rsp
0x17:	sbb	byte ptr [rbp + 0x54], spl
0x1b:	nop	
0x1d:	push	rsp
0x1f:	movsq	qword ptr [rdi], qword ptr [rsi]
0x21:	push	rsp
0x23:	movabs	rdi, 0xd44b54659a495465
0x2d:	push	rsp
0x2f:	sub	byte ptr [rbp + 0x54], r12b
0x33:	and	r12b, byte ptr [r13 + 0x54]
0x37:	push	rdx
0x38:	fbld	tbyte ptr [rbp + 0x54]
0x3b:	pop	rdx
0x3c:	out	0x65, al
0x3e:	push	rsp
0x3f:	int3	
0x41:	push	rsp
0x43:	push	3
0x45:	push	rsp
0x47:	jno	0xfffffffffffffffc
0x49:	push	rsp
0x4b:	jne	0xffffffffffffffff
0x4d:	push	rsp
0x4f:	jne	0x1a
0x51:	push	rsp
0x53:	js	0xfffffffffffffffc
0x55:	push	rsp
0x57:	js	0x3f
0x59:	push	rsp
0x5b:	test	dword ptr [rax + 0x6a875465], ebp
0x61:	push	rsp
0x63:	mov	ebx, dword ptr [rbx + 0x65]
0x66:	push	rsp
* 0x44c92d	9d-65-55-85	028ac70b60507ba471a264d9dafbcf73	ad2a8f4e7b0c8a3e2a08d96c9d86fb3b	1	False	Not Defined PartitionType	0x65c08a55	N/A
* 0x44c92d	9d-65-55-85	028ac70b60507ba471a264d9dafbcf73	ad2a8f4e7b0c8a3e2a08d96c9d86fb3b	2	False	Not Defined PartitionType	0x65d29255	N/A
* 0x44c92d	9d-65-55-85	028ac70b60507ba471a264d9dafbcf73	ad2a8f4e7b0c8a3e2a08d96c9d86fb3b	3	False	Not Defined PartitionType	0x65159c55	N/A
* 0x44c92d	9d-65-55-85	028ac70b60507ba471a264d9dafbcf73	ad2a8f4e7b0c8a3e2a08d96c9d86fb3b	4	False	Not Defined PartitionType	0x658caa55	N/A
0x44fc1a	65-7a-27-76	9c087928d5ae941f734d77a08a2c4cc7	0c1c2027d42449388e09fa596f7bb3ad	N/A	N/A	N/A	N/A	
0x0:	js	0xffffffffffffffa6
0x3:	shl	dword ptr [rbp + 0x78], 0xa5
0x7:	xchg	byte ptr [rbp + 0x78], ah
0xa:	test	eax, 0xaa786501
0xf:	retf	
0x10:	js	0xffffffffffffffc3
0x13:	jmp	0x7a
0x15:	js	0xffffffffffffffcd
0x17:	movabs	dword ptr [0x7bc786504b77865], eax
0x20:	js	0xffffffffffffffdf
0x23:	movabs	al, byte ptr [0x6ace786517bd7865]
0x2c:	js	0xfffffffffffffffe
0x2f:	and	dword ptr [rbp + 0x78], 0xffffffd7
0x33:	call	0xfffffffface0789d
0x38:	js	0x1c
0x3b:	pcmpgtw	mm7, qword ptr [rax - 0x1c]
0x3f:	sbb	dword ptr [rbp + 0x78], esp
0x42:	in	al, 0xfb
0x44:	js	0x30
0x47:	jmp	qword ptr [rbp + 0x78]
0x4a:	in	al, dx
0x4b:	scasd	eax, dword ptr [rdi]
0x4c:	js	0x40
* 0x44fc1a	65-7a-27-76	9c087928d5ae941f734d77a08a2c4cc7	0c1c2027d42449388e09fa596f7bb3ad	1	False	Not Defined PartitionType	0x7a65543a	N/A
* 0x44fc1a	65-7a-27-76	9c087928d5ae941f734d77a08a2c4cc7	0c1c2027d42449388e09fa596f7bb3ad	2	False	Not Defined PartitionType	0x7a65d63e	N/A
* 0x44fc1a	65-7a-27-76	9c087928d5ae941f734d77a08a2c4cc7	0c1c2027d42449388e09fa596f7bb3ad	3	False	Not Defined PartitionType	0x7a653449	N/A
* 0x44fc1a	65-7a-27-76	9c087928d5ae941f734d77a08a2c4cc7	0c1c2027d42449388e09fa596f7bb3ad	4	False	Not Defined PartitionType	0x7a65bc50	N/A
0x7bd768	0a-00-00-00	6b205757d5f03a7fe6f1652f47cc2de5	416b4461d1a52a82f3b1f059a48341a1	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax], al
0x2:	add	byte ptr [rax], al
0x4:	add	byte ptr [rax], al
0x6:	add	byte ptr [rax], al
0x8:	add	byte ptr [rax], al
0xa:	add	byte ptr [rax], al
0xc:	add	byte ptr [rax], al
0xe:	add	byte ptr [rax], al

0x10:	add	byte ptr [rax], al
0x12:	add	byte ptr [rax], al
0x14:	add	byte ptr [rax], al
0x16:	add	byte ptr [rax], al
0x18:	add	byte ptr [rax], al
0x1a:	add	byte ptr [rax], al
0x1c:	add	byte ptr [rax], al
0x1e:	add	byte ptr [rax], al
0x20:	add	byte ptr [rax], al
0x22:	add	byte ptr [rax], al
0x24:	add	byte ptr [rax], al
0x26:	add	byte ptr [rax], al
0x28:	add	byte ptr [rax], al
0x2a:	add	byte ptr [rax], al
0x2c:	add	byte ptr [rax], al
0x2e:	add	byte ptr [rax], al
0x30:	add	byte ptr [rax], al
0x32:	add	byte ptr [rax], al
0x34:	add	byte ptr [rax], al
0x36:	add	byte ptr [rax], al
0x38:	add	byte ptr [rax], al
0x3a:	add	byte ptr [rax], al
0x3c:	add	byte ptr [rax], al
0x3e:	add	byte ptr [rax], al
0x40:	add	byte ptr [rax], al
0x42:	add	byte ptr [rax], al
0x44:	add	byte ptr [rax], al
0x46:	add	byte ptr [rax], al
0x48:	add	byte ptr [rax], al
0x4a:	add	byte ptr [rax], al
0x4c:	add	byte ptr [rax], al
0x4e:	add	byte ptr [rax], al

0x50:	add	byte ptr [rax], al
0x52:	add	byte ptr [rax], al
0x54:	add	byte ptr [rax], al
0x56:	add	byte ptr [rax], al
0x58:	add	byte ptr [rax], al
0x5a:	add	byte ptr [rax], al
0x5c:	add	byte ptr [rax], al
0x5e:	add	byte ptr [rax], al
0x60:	add	byte ptr [rax], al
0x62:	add	byte ptr [rax], al
0x64:	add	byte ptr [rax], al
0x66:	add	byte ptr [rax], al
0x68:	add	byte ptr [rax], al
0x6a:	add	byte ptr [rax], al
0x6c:	add	byte ptr [rax], al
0x6e:	add	byte ptr [rax], al
0x70:	add	byte ptr [rax], al
0x72:	add	byte ptr [rax], al
0x74:	add	byte ptr [rax], al
0x76:	add	byte ptr [rax], al
0x78:	add	byte ptr [rax], al
0x7a:	add	byte ptr [rax], al
0x7c:	add	byte ptr [rax], al
0x7e:	add	byte ptr [rax], al
0x80:	add	byte ptr [rax], al
0x82:	add	byte ptr [rax], al
0x84:	add	byte ptr [rax], al
0x86:	add	byte ptr [rax], al
0x88:	add	byte ptr [rax], al
0x8a:	add	byte ptr [rax], al
0x8c:	add	byte ptr [rax], al
0x8e:	add	byte ptr [rax], al

0x90:	add	byte ptr [rax], al
0x92:	add	byte ptr [rax], al
0x94:	add	byte ptr [rax], al
0x96:	add	byte ptr [rax], al
0x98:	add	byte ptr [rax], al
0x9a:	add	byte ptr [rax], al
0x9c:	add	byte ptr [rax], al
0x9e:	add	byte ptr [rax], al
0xa0:	add	byte ptr [rax], al
0xa2:	add	byte ptr [rax], al
0xa4:	add	byte ptr [rax], al
0xa6:	add	byte ptr [rax], al
0xa8:	add	byte ptr [rax], al
0xaa:	add	byte ptr [rax], al
0xac:	add	byte ptr [rax], al
0xae:	add	byte ptr [rax], al
0xb0:	add	byte ptr [rax], al
0xb2:	add	byte ptr [rax], al
0xb4:	add	byte ptr [rax], al
0xb6:	add	byte ptr [rax], al
0xb8:	add	byte ptr [rax], al
0xba:	add	byte ptr [rax], al
0xbc:	add	byte ptr [rax], al
0xbe:	add	byte ptr [rax], al
0xc0:	add	byte ptr [rax], al
0xc2:	add	byte ptr [rax], al
0xc4:	add	byte ptr [rax], al
0xc6:	add	byte ptr [rax], al
0xc8:	add	byte ptr [rax], al
0xca:	add	byte ptr [rax], al
0xcc:	add	byte ptr [rax], al
0xce:	add	byte ptr [rax], al

0xd0:	add	byte ptr [rax], al
0xd2:	add	byte ptr [rax], al
0xd4:	add	byte ptr [rax], al
0xd6:	add	byte ptr [rax], al
0xd8:	add	byte ptr [rax], al
0xda:	add	byte ptr [rax], al
0xdc:	add	byte ptr [rax], al
0xde:	add	byte ptr [rax], al
0xe0:	add	byte ptr [rax], al
0xe2:	add	byte ptr [rax], al
0xe4:	add	byte ptr [rax], al
0xe6:	add	byte ptr [rax], al
0xe8:	add	byte ptr [rax], al
0xea:	add	byte ptr [rax], al
0xec:	add	byte ptr [rax], al
0xee:	add	byte ptr [rax], al
0xf0:	add	byte ptr [rax], al
0xf2:	add	byte ptr [rax], al
0xf4:	add	byte ptr [rax], al
0xf6:	add	byte ptr [rax], al
0xf8:	add	byte ptr [rax], al
0xfa:	add	byte ptr [rax], al
0xfc:	add	byte ptr [rax], al
0xfe:	add	byte ptr [rax], al
0x100:	add	byte ptr [rax], al
0x102:	add	byte ptr [rax], al
0x104:	add	byte ptr [rax], al
0x106:	add	byte ptr [rax], al
0x108:	add	byte ptr [rax], al
0x10a:	add	byte ptr [rax], al
0x10c:	add	byte ptr [rax], al
0x10e:	add	byte ptr [rax], al
0x110:	add	byte ptr [rax], al
0x112:	add	byte ptr [rax], al
0x114:	add	byte ptr [rax], al
0x116:	add	byte ptr [rax], al
0x118:	add	byte ptr [rax], al
0x11a:	add	byte ptr [rax], al
0x11c:	add	byte ptr [rax], al
0x11e:	add	byte ptr [rax], al

0x120:	add	byte ptr [rax], al
0x122:	add	byte ptr [rax], al
0x124:	add	byte ptr [rax], al
0x126:	add	byte ptr [rax], al
0x128:	add	byte ptr [rax], al
0x12a:	add	byte ptr [rax], al
0x12c:	add	byte ptr [rax], al
0x12e:	add	byte ptr [rax], al
0x130:	add	byte ptr [rax], al
0x132:	add	byte ptr [rax], al
0x134:	add	byte ptr [rax], al
0x136:	add	byte ptr [rax], al
0x138:	add	byte ptr [rax], al
0x13a:	add	byte ptr [rax], al
0x13c:	add	byte ptr [rax], al
0x13e:	add	byte ptr [rax], al
0x140:	add	byte ptr [rax], al
0x142:	add	byte ptr [rax], al
0x144:	add	byte ptr [rax], al
0x146:	add	byte ptr [rax], al
0x148:	add	byte ptr [rax], al
0x14a:	add	byte ptr [rax], al
0x14c:	add	byte ptr [rax], al
0x14e:	add	byte ptr [rax], al
0x150:	add	byte ptr [rax], al
0x152:	add	byte ptr [rax], al
0x154:	add	byte ptr [rax], al
0x156:	add	byte ptr [rax], al
0x158:	add	byte ptr [rax], al
0x15a:	add	byte ptr [rax], al
0x15c:	add	byte ptr [rax], al
0x15e:	add	byte ptr [rax], al
0x160:	add	byte ptr [rax], al
0x162:	add	byte ptr [rax], al
0x164:	add	byte ptr [rax], al
0x166:	add	byte ptr [rax], al
0x168:	add	byte ptr [rax], al
0x16a:	add	byte ptr [rax], al
0x16c:	add	byte ptr [rax], al
0x16e:	add	byte ptr [rax], al
0x170:	add	byte ptr [rax], al
0x172:	add	byte ptr [rax], al
0x174:	add	byte ptr [rax], al
0x176:	add	byte ptr [rax], al
0x178:	add	byte ptr [rax], ah
0x17b:	add	byte ptr [rax], al
0x17d:	add	byte ptr [rax], al
0x17f:	add	byte ptr [rax], al
0x181:	add	byte ptr [rax], al
0x183:	add	byte ptr [rax], al
0x185:	add	byte ptr [rax], al
0x187:	add	byte ptr [rax], al
0x189:	add	byte ptr [rax], al
0x18b:	add	byte ptr [rax], al
0x18d:	add	byte ptr [rax], al
0x18f:	add	byte ptr [rbx], dl
0x191:	or	eax, 2
0x197:	add	byte ptr [rcx], al
0x199:	add	byte ptr [rax], al
0x19b:	add	byte ptr [rax], al
0x19d:	add	byte ptr [rax], al
0x19f:	add	byte ptr [rax], al
0x1a1:	add	byte ptr [rax], al
0x1a3:	add	byte ptr [rax], al
0x1a5:	add	byte ptr [rax], al
0x1a7:	add	byte ptr [rax], al
0x1a9:	add	byte ptr [rax], al
0x1ab:	add	byte ptr [rax], al
0x1ad:	add	byte ptr [rax + 0x16], bl
0x1b0:	add	byte ptr [rax], al
0x1b2:	insb	byte ptr [rdi], dx
0x1b3:	xor	eax, 0x99d10000
* 0x7bd768	0a-00-00-00	6b205757d5f03a7fe6f1652f47cc2de5	416b4461d1a52a82f3b1f059a48341a1	1	False	Empty	0xa7bf	N/A
* 0x7bd768	0a-00-00-00	6b205757d5f03a7fe6f1652f47cc2de5	416b4461d1a52a82f3b1f059a48341a1	2	False	Empty	0x0	N/A
* 0x7bd768	0a-00-00-00	6b205757d5f03a7fe6f1652f47cc2de5	416b4461d1a52a82f3b1f059a48341a1	3	False	Empty	0x0	N/A
* 0x7bd768	0a-00-00-00	6b205757d5f03a7fe6f1652f47cc2de5	416b4461d1a52a82f3b1f059a48341a1	4	False	Empty	0x0	N/A
0xa6e4d9	e0-82-97-ff	a850be3b13b74e8b40ab151b9db9be93	200c5146d4a094a04aed0417c0bd76ae	N/A	N/A	N/A	N/A	
0x0:	leave	
0x1:	jae	0xfffffffffffffff7
0x3:	fld	qword ptr [rdi - 0x28]
0x6:	mov	ah, 0xef
0x8:	mov	ah, 0xa4
0xa:	mov	bl, 0x30
0xc:	mov	ecx, 0xca763e89
0x11:	mov	ecx, 0x7e569800
0x16:	stosd	dword ptr [rdi], eax
